Data,compound
2022-09-14,0.32452000000000003
2022-09-15,0.05024705882352941
2022-09-16,0.20885454545454546
2022-09-17,-0.009925000000000003
2022-09-18,0.0
2022-09-19,-0.01948333333333332
2022-09-20,0.12963333333333332
2022-09-21,0.1286875
2022-09-22,0.053805000000000006
2022-09-23,0.01365000000000001
2022-09-24,0.0
2022-09-25,-0.021574999999999983
2022-09-26,0.13442916666666668
2022-09-27,-0.02980416666666666
2022-09-28,0.051622222222222215
2022-09-29,-0.005607407407407409
2022-09-30,0.01146666666666667
2022-10-01,-0.0903
2022-10-02,0.09603333333333335
2022-10-03,0.15711250000000002
2022-10-04,0.2537241379310345
2022-10-05,0.008860000000000002
2022-10-06,0.0486
2022-10-07,0.20639999999999997
2022-10-08,0.025625000000000005
2022-10-09,0.1645
2022-10-10,0.11693
2022-10-11,0.0
2022-10-12,0.15525624999999998
2022-10-13,0.22858333333333336
2022-10-14,0.23084444444444444
2022-10-15,0.14368
2022-10-16,0.17732499999999998
2022-10-17,0.10451000000000002
2022-10-18,0.111868
2022-10-19,0.16187777777777776
2022-10-20,0.18557777777777776
2022-10-21,0.07532592592592594
2022-10-22,0.417
2022-10-23,-0.0127
2022-10-24,0.15931176470588235
2022-10-25,0.046165625
2022-10-26,-0.0718
2022-10-27,0.042063636363636366
2022-10-28,0.06726451612903225
2022-10-29,-0.028900000000000002
2022-10-30,-0.2936
2022-10-31,0.04763571428571429
2022-11-01,0.16540666666666667
2022-11-02,0.017450000000000004
2022-11-03,0.08932307692307691
2022-11-04,0.05375384615384615
2022-11-06,-0.25453333333333333
2022-11-07,0.05154
2022-11-08,0.13498125
2022-11-09,-0.0031999999999999993
2022-11-10,0.144264
2022-11-11,0.21833684210526313
2022-11-12,0.0
2022-11-13,0.09906666666666669
2022-11-14,-0.054014285714285716
2022-11-15,0.06698571428571429
2022-11-16,0.06286923076923077
2022-11-17,0.11865333333333333
2022-11-18,0.313775
2022-11-19,0.06743333333333333
2022-11-20,-0.07305999999999999
2022-11-21,0.11838181818181819
2022-11-22,0.22668947368421052
2022-11-23,0.11248124999999999
2022-11-24,0.2559571428571429
2022-11-25,0.11751
2022-11-26,0.0
2022-11-28,-0.08152285714285715
2022-11-29,0.12678
2022-11-30,0.03955
2022-12-01,0.21133200000000002
2022-12-02,0.18022608695652173
2022-12-03,-0.0718
2022-12-04,-0.006774999999999996
2022-12-05,0.0069272727272727316
2022-12-06,0.0365529411764706
2022-12-07,-0.052848275862068965
2022-12-08,0.1503
2022-12-09,0.1819888888888889
2022-12-10,0.2817
2022-12-11,0.193525
2022-12-12,0.08901666666666667
2022-12-13,0.051181818181818176
2022-12-14,0.010207142857142856
2022-12-15,0.0018411764705882317
2022-12-16,0.24746666666666664
2022-12-18,0.0305
2022-12-19,0.06951363636363637
2022-12-20,0.36032000000000003
2022-12-21,0.07967857142857145
2022-12-22,-0.11868125
2022-12-23,0.23015555555555556
2022-12-25,0.35910000000000003
2022-12-26,0.1862888888888889
2022-12-27,0.03912222222222223
2022-12-28,0.08203913043478261
2022-12-29,0.21035714285714285
2022-12-30,0.028720689655172413
2022-12-31,0.16975
2023-01-01,0.0
2023-01-02,0.14525454545454547
2023-01-03,0.06948214285714285
2023-01-04,0.13903125
2023-01-05,0.13213529411764707
2023-01-06,0.09441250000000001
2023-01-07,0.19418571428571427
2023-01-08,0.07603333333333333
2023-01-09,0.10463333333333334
2023-01-10,0.048350000000000004
2023-01-11,0.03271578947368421
2023-01-12,0.1403764705882353
2023-01-13,0.17718499999999998
2023-01-14,-0.0736
2023-01-16,0.22643749999999999
2023-01-17,0.17384117647058825
2023-01-18,0.126665
2023-01-19,0.05862173913043479
2023-01-20,0.09932
2023-01-21,0.05935555555555556
2023-01-22,-0.11511666666666669
2023-01-23,0.100125
2023-01-24,0.2331153846153846
2023-01-25,-0.0028555555555555526
2023-01-26,0.16274545454545455
2023-01-27,0.19161052631578948
2023-01-28,0.0
2023-01-29,0.1858857142857143
2023-01-30,-0.07494242424242424
2023-01-31,0.101464
2023-02-01,0.04505833333333333
2023-02-02,0.1485
2023-02-03,0.07449428571428572
2023-02-04,0.0
2023-02-05,0.010366666666666672
2023-02-06,0.09459583333333334
2023-02-07,0.03019230769230769
2023-02-08,0.17362857142857144
2023-02-09,0.3325
2023-02-10,0.17494666666666667
2023-02-11,0.4364333333333334
2023-02-12,0.09545
2023-02-13,0.22201111111111108
2023-02-14,0.05407083333333334
2023-02-15,0.12130666666666667
2023-02-16,0.08872222222222223
2023-02-17,0.14111538461538461
2023-02-18,0.3366
2023-02-19,0.20615999999999998
2023-02-20,0.12684
2023-02-21,-0.08215
2023-02-22,0.082625
2023-02-23,0.06147391304347827
2023-02-24,0.19645714285714286
2023-02-25,0.0
2023-02-26,0.1468
2023-02-27,-0.09151363636363637
2023-02-28,-0.004045454545454549
2023-03-01,0.09859473684210526
2023-03-02,0.10949375
2023-03-03,0.09598095238095239
2023-03-04,0.10115
2023-03-05,0.17911428571428573
2023-03-06,0.10794615384615386
2023-03-07,0.1681590909090909
2023-03-08,0.19411250000000002
2023-03-09,0.17825
2023-03-10,-0.03643333333333333
2023-03-11,0.10980000000000001
2023-03-12,0.13055
2023-03-13,0.0794
2023-03-14,0.19422105263157893
2023-03-15,0.22546923076923076
2023-03-16,0.077575
2023-03-17,0.17841666666666667
2023-03-19,0.0
2023-03-20,-0.04214285714285714
2023-03-21,0.15058461538461537
2023-03-22,0.14454375
2023-03-23,0.09458749999999999
2023-03-24,0.15097333333333335
2023-03-25,0.0516
2023-03-26,-0.1468
2023-03-27,0.10481739130434783
2023-03-28,0.12449444444444444
2023-03-29,0.174785
2023-03-30,0.08620799999999999
2023-03-31,0.24606875
2023-04-01,0.21230000000000002
2023-04-02,0.6369
2023-04-03,0.020756666666666663
2023-04-04,0.2508142857142857
2023-04-05,0.09066451612903226
2023-04-06,-0.02776333333333333
2023-04-07,0.0
2023-04-08,-0.01835
2023-04-09,0.24114
2023-04-10,0.09271764705882353
2023-04-11,0.09162631578947368
2023-04-12,-0.054474999999999996
2023-04-13,0.08171153846153846
2023-04-14,0.049916666666666665
2023-04-15,0.024711111111111114
2023-04-16,0.10633636363636363
2023-04-17,0.035055
2023-04-18,0.027911764705882348
2023-04-19,0.02830000000000001
2023-04-20,0.09945714285714286
2023-04-21,0.08252857142857142
2023-04-22,-0.0004199999999999982
2023-04-23,0.14798333333333333
2023-04-24,0.12564736842105262
2023-04-25,0.1324809523809524
2023-04-26,-0.10912631578947368
2023-04-27,0.09959375000000001
2023-04-28,0.16981666666666664
2023-04-29,0.12738
2023-04-30,0.10731250000000002
2023-05-01,-0.01462777777777778
2023-05-02,0.013322222222222223
2023-05-03,-0.0021037037037037023
2023-05-04,0.043658333333333334
2023-05-05,0.14777755102040815
2023-05-06,0.20062857142857143
2023-05-07,0.22146
2023-05-08,0.04491304347826087
2023-05-09,0.12331428571428571
2023-05-10,0.09234
2023-05-11,0.06987727272727273
2023-05-12,0.20447142857142858
2023-05-13,-0.296
2023-05-14,0.10115
2023-05-15,0.19210666666666665
2023-05-16,0.13924705882352942
2023-05-17,0.05875
2023-05-18,0.14050370370370371
2023-05-19,0.1804857142857143
2023-05-21,0.6527666666666666
2023-05-22,-0.024827999999999996
2023-05-23,-0.016291999999999997
2023-05-24,0.156495
2023-05-25,0.09872352941176471
2023-05-26,0.14847857142857143
2023-05-27,0.28812499999999996
2023-05-28,0.23877500000000002
2023-05-29,0.30142222222222226
2023-05-30,0.12215789473684209
2023-05-31,0.23731666666666668
2023-06-01,0.12255454545454546
2023-06-02,0.05375555555555556
2023-06-03,0.05464
2023-06-04,0.13756000000000002
2023-06-05,0.07554594594594595
2023-06-06,0.0439037037037037
2023-06-07,0.23255384615384617
2023-06-08,0.021813043478260866
2023-06-09,0.07336923076923077
2023-06-10,0.21108333333333332
2023-06-11,0.10132
2023-06-12,0.24712727272727272
2023-06-13,0.23851000000000003
2023-06-14,0.22631199999999999
2023-06-15,0.008900000000000002
2023-06-16,0.10319230769230768
2023-06-17,0.012600000000000004
2023-06-18,0.23288000000000003
2023-06-19,0.12410714285714285
2023-06-20,0.09448
2023-06-21,0.19945882352941177
2023-06-22,0.3800411764705882
2023-06-23,0.05941428571428572
2023-06-24,0.33155
2023-06-25,0.0601
2023-06-26,0.10969999999999999
2023-06-27,-0.05190999999999999
2023-06-28,0.22887857142857143
2023-06-29,0.04598888888888889
2023-06-30,0.149045
2023-07-01,0.221725
2023-07-02,0.2078833333333333
2023-07-03,0.16922058823529415
2023-07-04,0.11195555555555556
2023-07-05,0.14398125
2023-07-06,0.279945
2023-07-07,0.14496315789473685
2023-07-08,0.07288333333333334
2023-07-09,-0.1820333333333333
2023-07-10,0.024041666666666666
2023-07-11,0.10830714285714285
2023-07-12,0.1274785714285714
2023-07-13,0.14002222222222221
2023-07-14,0.10115714285714288
2023-07-15,0.28064
2023-07-16,-0.005025000000000002
2023-07-17,0.12079583333333332
2023-07-18,0.2465238095238095
2023-07-19,0.13442380952380953
2023-07-20,0.1863857142857143
2023-07-21,0.13994444444444445
2023-07-22,0.2027
2023-07-23,0.6367200000000001
2023-07-24,0.13345555555555555
2023-07-25,0.19115000000000001
2023-07-26,0.2141689655172414
2023-07-27,0.3162307692307692
2023-07-28,0.13048421052631579
2023-07-29,0.25503333333333333
2023-07-30,-0.0843
2023-07-31,0.16137428571428572
2023-08-01,0.18647241379310345
2023-08-02,0.013570370370370373
2023-08-03,0.15378125
2023-08-04,0.12384107142857144
2023-08-05,0.1814
2023-08-06,0.09995
2023-08-07,0.23673333333333332
2023-08-08,0.19087333333333334
2023-08-09,0.04654347826086957
2023-08-10,0.13233333333333333
2023-08-11,0.21363846153846153
2023-08-12,-0.28099999999999997
2023-08-13,0.3091333333333333
2023-08-14,0.15087142857142857
2023-08-15,0.192048
2023-08-16,0.20614285714285716
2023-08-17,0.10053181818181818
2023-08-18,0.1174608695652174
2023-08-19,-0.015066666666666673
2023-08-20,0.0
2023-08-21,0.05382222222222223
2023-08-22,0.053459999999999994
2023-08-23,0.23812972972972973
2023-08-24,0.2717875
2023-08-25,0.12668846153846156
2023-08-26,0.18158000000000002
2023-08-27,0.2235
2023-08-28,0.16886
2023-08-29,0.17861666666666665
2023-08-30,0.18953461538461538
2023-08-31,0.2262090909090909
2023-09-01,0.13820000000000002
2023-09-02,0.3389
2023-09-03,0.2288
2023-09-04,-0.080425
2023-09-05,0.12448965517241381
2023-09-06,-0.06327200000000001
2023-09-07,0.06288727272727272
2023-09-08,0.13688
2023-09-09,0.09324
2023-09-10,0.06462352941176469
2023-09-11,0.15567999999999999
2023-09-12,-0.0015124999999999976
2023-09-13,0.079808
2023-09-14,0.2232625
2023-09-15,0.09684444444444446
2023-09-16,0.16641666666666666
2023-09-17,0.060333333333333336
2023-09-18,0.24115833333333334
2023-09-19,0.0657
2023-09-20,0.14457391304347825
2023-09-21,0.05734285714285715
2023-09-22,0.0847923076923077
2023-09-23,-0.022733333333333328
2023-09-24,-0.01018571428571429
2023-09-25,-0.049384615384615395
2023-09-26,0.004029629629629628
2023-09-27,0.00601724137931035
2023-09-28,-0.01793181818181818
2023-09-29,0.24325
2023-09-30,0.023000000000000007
2023-10-01,0.10533999999999999
2023-10-02,-0.002653333333333326
2023-10-03,0.08140526315789473
2023-10-04,0.1249181818181818
2023-10-05,0.2199190476190476
2023-10-06,0.29663333333333336
2023-10-07,0.00516
2023-10-08,0.1991
2023-10-09,-0.034833333333333334
2023-10-10,0.15014117647058822
2023-10-11,0.15295
2023-10-12,0.21954444444444443
2023-10-13,0.045707142857142856
2023-10-14,0.00645
2023-10-15,0.16290000000000002
2023-10-16,0.18020000000000003
2023-10-17,0.10342666666666668
2023-10-18,0.27621363636363633
2023-10-19,0.17721176470588235
2023-10-20,0.10898
2023-10-22,0.0043
2023-10-23,0.244364
2023-10-24,0.120065
2023-10-25,0.05448275862068966
2023-10-26,0.08307307692307692
2023-10-27,0.10293571428571428
2023-10-28,0.1101
2023-10-29,0.04292857142857143
2023-10-30,0.15089555555555556
2023-10-31,0.125825
2023-11-01,0.07806363636363638
2023-11-02,0.22402258064516128
2023-11-03,0.00855909090909091
2023-11-04,0.34803333333333336
2023-11-05,0.007371428571428569
2023-11-06,0.24689615384615388
2023-11-07,0.16926666666666665
2023-11-08,0.0062375
2023-11-09,0.20271851851851852
2023-11-10,0.16515
2023-11-11,0.04144
2023-11-12,0.23835
2023-11-13,0.06537619047619048
2023-11-14,0.21432083333333332
2023-11-15,0.17415789473684212
2023-11-16,0.08456153846153845
2023-11-17,0.10677142857142856
2023-11-18,0.2775
2023-11-19,0.51185
2023-11-20,0.18254782608695652
2023-11-21,0.11065
2023-11-22,0.07627
2023-11-23,0.20875
2023-11-24,0.16861304347826087
2023-11-25,0.34093999999999997
2023-11-26,0.08808
2023-11-27,0.20767777777777777
2023-11-29,0.09642142857142857
2023-11-30,0.262
2023-12-01,0.09531666666666666
2023-12-02,0.6030000000000001
2023-12-03,0.0868086956521739
2023-12-04,0.04461666666666667
2023-12-05,0.15506551724137932
2023-12-06,0.15274000000000001
2023-12-07,0.11964999999999999
2023-12-08,0.131675
2023-12-09,0.33996
2023-12-10,0.19970000000000002
2023-12-11,0.15016
2023-12-12,0.12972727272727272
2023-12-13,0.1777551724137931
2023-12-14,0.137464
2023-12-15,-0.04645
2023-12-16,-0.076775
2023-12-17,0.13702
2023-12-18,0.22246774193548385
2023-12-19,0.18210714285714286
2023-12-20,0.15966521739130435
2023-12-21,0.05380625
2023-12-22,0.17957333333333333
2023-12-23,0.11162000000000001
2023-12-24,0.2997
2023-12-25,0.26127142857142854
2023-12-26,0.07626666666666666
2023-12-27,0.16453636363636365
2023-12-28,0.15546666666666667
2023-12-29,0.07725714285714284
2023-12-30,0.457525
2023-12-31,0.2091285714285714
2024-01-01,0.0
2024-01-02,0.04951555555555556
2024-01-03,0.065321875
2024-01-04,0.12557931034482758
2024-01-05,0.07357142857142858
2024-01-06,0.004299999999999998
2024-01-07,0.153575
2024-01-08,0.172764
2024-01-09,0.21768571428571426
2024-01-10,0.19726
2024-01-11,0.12373333333333335
2024-01-12,0.098635
2024-01-13,0.22265000000000001
2024-01-14,0.10021250000000001
2024-01-15,0.060542857142857134
2024-01-16,0.08301111111111112
2024-01-17,0.092125
2024-01-18,0.2404294117647059
2024-01-19,0.10410952380952382
2024-01-20,0.47412857142857145
2024-01-21,0.1101
2024-01-22,0.15053823529411764
2024-01-23,0.215175
2024-01-24,0.1784516129032258
2024-01-25,0.18030588235294118
2024-01-26,0.18591000000000002
2024-01-27,0.243
2024-01-28,0.09862857142857143
2024-01-29,0.17193235294117648
2024-01-30,0.21629
2024-01-31,0.08208333333333334
2024-02-01,0.16487727272727273
2024-02-02,0.30042857142857143
2024-02-03,0.07543333333333334
2024-02-04,0.06743333333333333
2024-02-05,0.07688181818181818
2024-02-06,0.18141428571428572
2024-02-07,0.25762857142857143
2024-02-08,0.1734111111111111
2024-02-09,0.06847500000000001
2024-02-10,0.008439999999999993
2024-02-11,0.16463333333333333
2024-02-12,0.31222666666666665
2024-02-13,-0.013138888888888879
2024-02-14,0.21548235294117649
2024-02-15,0.18262857142857142
2024-02-16,0.08587692307692309
2024-02-17,0.15706666666666666
2024-02-18,0.21785000000000002
2024-02-19,0.37531111111111115
2024-02-20,-0.012024999999999997
2024-02-21,0.058248148148148146
2024-02-22,0.3143266666666667
2024-02-23,0.1471
2024-02-24,0.013200000000000026
2024-02-25,0.0
2024-02-26,0.21706521739130438
2024-02-27,0.1091357142857143
2024-02-28,0.22047096774193548
2024-02-29,-0.07307777777777777
2024-03-01,0.1386709677419355
2024-03-02,0.35173
2024-03-03,0.20384285714285716
2024-03-04,0.028999999999999998
2024-03-05,-0.06776388888888889
2024-03-06,0.1680541666666667
2024-03-07,0.17025714285714286
2024-03-08,0.009488235294117646
2024-03-09,0.1998
2024-03-10,0.3833333333333333
2024-03-11,0.37282000000000004
2024-03-12,0.1515357142857143
2024-03-13,0.07201578947368421
2024-03-14,-0.00047000000000000004
2024-03-15,0.19576000000000002
2024-03-16,0.50065
